VCC,V,C1,C1 Manner,C2,C2 Manner,SSP Status,Sonority Difference
UJHK,U,JH,Affricate,K,Plosive,Follow,-2
AJHG,A,JH,Affricate,G,Plosive,Follow,-2
EJHG,E,JH,Affricate,G,Plosive,Follow,-2
IJHG,I,JH,Affricate,G,Plosive,Follow,-2
OJHG,O,JH,Affricate,G,Plosive,Follow,-2
UJHG,U,JH,Affricate,G,Plosive,Follow,-2
AJHQ,A,JH,Affricate,Q,Plosive,Follow,-2
EJHQ,E,JH,Affricate,Q,Plosive,Follow,-2
IJHQ,I,JH,Affricate,Q,Plosive,Follow,-2
OJHQ,O,JH,Affricate,Q,Plosive,Follow,-2
UJHQ,U,JH,Affricate,Q,Plosive,Follow,-2
AJHF,A,JH,Affricate,F,Fricative,Follow,-1
EJHF,E,JH,Affricate,F,Fricative,Follow,-1
IJHF,I,JH,Affricate,F,Fricative,Follow,-1
OJHF,O,JH,Affricate,F,Fricative,Follow,-1
UJHF,U,JH,Affricate,F,Fricative,Follow,-1
AJHV,A,JH,Affricate,V,Fricative,Follow,-1
EJHV,E,JH,Affricate,V,Fricative,Follow,-1
IJHV,I,JH,Affricate,V,Fricative,Follow,-1
OJHV,O,JH,Affricate,V,Fricative,Follow,-1
UJHV,U,JH,Affricate,V,Fricative,Follow,-1
AJHTH,A,JH,Affricate,TH,Fricative,Follow,-1
EJHTH,E,JH,Affricate,TH,Fricative,Follow,-1
IJHTH,I,JH,Affricate,TH,Fricative,Follow,-1
OJHTH,O,JH,Affricate,TH,Fricative,Follow,-1
UJHTH,U,JH,Affricate,TH,Fricative,Follow,-1
AJHDH,A,JH,Affricate,DH,Fricative,Follow,-1
EJHDH,E,JH,Affricate,DH,Fricative,Follow,-1
IJHDH,I,JH,Affricate,DH,Fricative,Follow,-1
OJHDH,O,JH,Affricate,DH,Fricative,Follow,-1
UJHDH,U,JH,Affricate,DH,Fricative,Follow,-1
AJHS,A,JH,Affricate,S,Fricative,Follow,-1
EJHS,E,JH,Affricate,S,Fricative,Follow,-1
IJHS,I,JH,Affricate,S,Fricative,Follow,-1
OJHS,O,JH,Affricate,S,Fricative,Follow,-1
UJHS,U,JH,Affricate,S,Fricative,Follow,-1
AJHZ,A,JH,Affricate,Z,Fricative,Follow,-1
EJHZ,E,JH,Affricate,Z,Fricative,Follow,-1
IJHZ,I,JH,Affricate,Z,Fricative,Follow,-1
OJHZ,O,JH,Affricate,Z,Fricative,Follow,-1
UJHZ,U,JH,Affricate,Z,Fricative,Follow,-1
AJHSH,A,JH,Affricate,SH,Fricative,Follow,-1
EJHSH,E,JH,Affricate,SH,Fricative,Follow,-1
IJHSH,I,JH,Affricate,SH,Fricative,Follow,-1
OJHSH,O,JH,Affricate,SH,Fricative,Follow,-1
UJHSH,U,JH,Affricate,SH,Fricative,Follow,-1
AJHZH,A,JH,Affricate,ZH,Fricative,Follow,-1
EJHZH,E,JH,Affricate,ZH,Fricative,Follow,-1
IJHZH,I,JH,Affricate,ZH,Fricative,Follow,-1
OJHZH,O,JH,Affricate,ZH,Fricative,Follow,-1
UJHZH,U,JH,Affricate,ZH,Fricative,Follow,-1
AJHH,A,JH,Affricate,H,Fricative,Follow,-1
EJHH,E,JH,Affricate,H,Fricative,Follow,-1
IJHH,I,JH,Affricate,H,Fricative,Follow,-1
OJHH,O,JH,Affricate,H,Fricative,Follow,-1
UJHH,U,JH,Affricate,H,Fricative,Follow,-1
AJHCH,A,JH,Affricate,CH,Affricate,Follow,0
EJHCH,E,JH,Affricate,CH,Affricate,Follow,0
IJHCH,I,JH,Affricate,CH,Affricate,Follow,0
OJHCH,O,JH,Affricate,CH,Affricate,Follow,0
UJHCH,U,JH,Affricate,CH,Affricate,Follow,0
AMP,A,M,Nasal,P,Plosive,Follow,-3
EMP,E,M,Nasal,P,Plosive,Follow,-3
IMP,I,M,Nasal,P,Plosive,Follow,-3
OMP,O,M,Nasal,P,Plosive,Follow,-3
UMP,U,M,Nasal,P,Plosive,Follow,-3
AMB,A,M,Nasal,B,Plosive,Follow,-3
EMB,E,M,Nasal,B,Plosive,Follow,-3
IMB,I,M,Nasal,B,Plosive,Follow,-3
OMB,O,M,Nasal,B,Plosive,Follow,-3
UMB,U,M,Nasal,B,Plosive,Follow,-3
AMT,A,M,Nasal,T,Plosive,Follow,-3
EMT,E,M,Nasal,T,Plosive,Follow,-3
IMT,I,M,Nasal,T,Plosive,Follow,-3
OMT,O,M,Nasal,T,Plosive,Follow,-3
UMT,U,M,Nasal,T,Plosive,Follow,-3
AMD,A,M,Nasal,D,Plosive,Follow,-3
EMD,E,M,Nasal,D,Plosive,Follow,-3
IMD,I,M,Nasal,D,Plosive,Follow,-3
OMD,O,M,Nasal,D,Plosive,Follow,-3
UMD,U,M,Nasal,D,Plosive,Follow,-3
AMK,A,M,Nasal,K,Plosive,Follow,-3
EMK,E,M,Nasal,K,Plosive,Follow,-3
IMK,I,M,Nasal,K,Plosive,Follow,-3
OMK,O,M,Nasal,K,Plosive,Follow,-3
UMK,U,M,Nasal,K,Plosive,Follow,-3
AMG,A,M,Nasal,G,Plosive,Follow,-3
EMG,E,M,Nasal,G,Plosive,Follow,-3
IMG,I,M,Nasal,G,Plosive,Follow,-3
OMG,O,M,Nasal,G,Plosive,Follow,-3
UMG,U,M,Nasal,G,Plosive,Follow,-3
AMQ,A,M,Nasal,Q,Plosive,Follow,-3
EMQ,E,M,Nasal,Q,Plosive,Follow,-3
IMQ,I,M,Nasal,Q,Plosive,Follow,-3
OMQ,O,M,Nasal,Q,Plosive,Follow,-3
UMQ,U,M,Nasal,Q,Plosive,Follow,-3
AMF,A,M,Nasal,F,Fricative,Follow,-2
EMF,E,M,Nasal,F,Fricative,Follow,-2
IMF,I,M,Nasal,F,Fricative,Follow,-2
OMF,O,M,Nasal,F,Fricative,Follow,-2
UMF,U,M,Nasal,F,Fricative,Follow,-2
AMV,A,M,Nasal,V,Fricative,Follow,-2
EMV,E,M,Nasal,V,Fricative,Follow,-2
IMV,I,M,Nasal,V,Fricative,Follow,-2
OMV,O,M,Nasal,V,Fricative,Follow,-2
UMV,U,M,Nasal,V,Fricative,Follow,-2
AMTH,A,M,Nasal,TH,Fricative,Follow,-2
EMTH,E,M,Nasal,TH,Fricative,Follow,-2
IMTH,I,M,Nasal,TH,Fricative,Follow,-2
OMTH,O,M,Nasal,TH,Fricative,Follow,-2
UMTH,U,M,Nasal,TH,Fricative,Follow,-2
AMDH,A,M,Nasal,DH,Fricative,Follow,-2
EMDH,E,M,Nasal,DH,Fricative,Follow,-2
IMDH,I,M,Nasal,DH,Fricative,Follow,-2
OMDH,O,M,Nasal,DH,Fricative,Follow,-2
UMDH,U,M,Nasal,DH,Fricative,Follow,-2
AMS,A,M,Nasal,S,Fricative,Follow,-2
EMS,E,M,Nasal,S,Fricative,Follow,-2
IMS,I,M,Nasal,S,Fricative,Follow,-2
OMS,O,M,Nasal,S,Fricative,Follow,-2
UMS,U,M,Nasal,S,Fricative,Follow,-2
AMZ,A,M,Nasal,Z,Fricative,Follow,-2
EMZ,E,M,Nasal,Z,Fricative,Follow,-2
IMZ,I,M,Nasal,Z,Fricative,Follow,-2
OMZ,O,M,Nasal,Z,Fricative,Follow,-2
UMZ,U,M,Nasal,Z,Fricative,Follow,-2
AMSH,A,M,Nasal,SH,Fricative,Follow,-2
EMSH,E,M,Nasal,SH,Fricative,Follow,-2
IMSH,I,M,Nasal,SH,Fricative,Follow,-2
OMSH,O,M,Nasal,SH,Fricative,Follow,-2
UMSH,U,M,Nasal,SH,Fricative,Follow,-2
AMZH,A,M,Nasal,ZH,Fricative,Follow,-2
EMZH,E,M,Nasal,ZH,Fricative,Follow,-2
IMZH,I,M,Nasal,ZH,Fricative,Follow,-2
OMZH,O,M,Nasal,ZH,Fricative,Follow,-2
UMZH,U,M,Nasal,ZH,Fricative,Follow,-2
AMH,A,M,Nasal,H,Fricative,Follow,-2
EMH,E,M,Nasal,H,Fricative,Follow,-2
IMH,I,M,Nasal,H,Fricative,Follow,-2
OMH,O,M,Nasal,H,Fricative,Follow,-2
UMH,U,M,Nasal,H,Fricative,Follow,-2
AMCH,A,M,Nasal,CH,Affricate,Follow,-1
EMCH,E,M,Nasal,CH,Affricate,Follow,-1
IMCH,I,M,Nasal,CH,Affricate,Follow,-1
OMCH,O,M,Nasal,CH,Affricate,Follow,-1
UMCH,U,M,Nasal,CH,Affricate,Follow,-1
AMJH,A,M,Nasal,JH,Affricate,Follow,-1
EMJH,E,M,Nasal,JH,Affricate,Follow,-1
IMJH,I,M,Nasal,JH,Affricate,Follow,-1
OMJH,O,M,Nasal,JH,Affricate,Follow,-1
UMJH,U,M,Nasal,JH,Affricate,Follow,-1
AMN,A,M,Nasal,N,Nasal,Follow,0
EMN,E,M,Nasal,N,Nasal,Follow,0
IMN,I,M,Nasal,N,Nasal,Follow,0
OMN,O,M,Nasal,N,Nasal,Follow,0
UMN,U,M,Nasal,N,Nasal,Follow,0
AMNG,A,M,Nasal,NG,Nasal,Follow,0
EMNG,E,M,Nasal,NG,Nasal,Follow,0
IMNG,I,M,Nasal,NG,Nasal,Follow,0
OMNG,O,M,Nasal,NG,Nasal,Follow,0
UMNG,U,M,Nasal,NG,Nasal,Follow,0
ANP,A,N,Nasal,P,Plosive,Follow,-3
ENP,E,N,Nasal,P,Plosive,Follow,-3
INP,I,N,Nasal,P,Plosive,Follow,-3
ONP,O,N,Nasal,P,Plosive,Follow,-3
UNP,U,N,Nasal,P,Plosive,Follow,-3
ANB,A,N,Nasal,B,Plosive,Follow,-3
ENB,E,N,Nasal,B,Plosive,Follow,-3
INB,I,N,Nasal,B,Plosive,Follow,-3
ONB,O,N,Nasal,B,Plosive,Follow,-3
UNB,U,N,Nasal,B,Plosive,Follow,-3
ANT,A,N,Nasal,T,Plosive,Follow,-3
ENT,E,N,Nasal,T,Plosive,Follow,-3
INT,I,N,Nasal,T,Plosive,Follow,-3
ONT,O,N,Nasal,T,Plosive,Follow,-3
UNT,U,N,Nasal,T,Plosive,Follow,-3
AND,A,N,Nasal,D,Plosive,Follow,-3
END,E,N,Nasal,D,Plosive,Follow,-3
IND,I,N,Nasal,D,Plosive,Follow,-3
OND,O,N,Nasal,D,Plosive,Follow,-3
UND,U,N,Nasal,D,Plosive,Follow,-3
ANK,A,N,Nasal,K,Plosive,Follow,-3
ENK,E,N,Nasal,K,Plosive,Follow,-3
INK,I,N,Nasal,K,Plosive,Follow,-3
ONK,O,N,Nasal,K,Plosive,Follow,-3
UNK,U,N,Nasal,K,Plosive,Follow,-3
ANG,A,N,Nasal,G,Plosive,Follow,-3
ENG,E,N,Nasal,G,Plosive,Follow,-3
ING,I,N,Nasal,G,Plosive,Follow,-3
ONG,O,N,Nasal,G,Plosive,Follow,-3
UNG,U,N,Nasal,G,Plosive,Follow,-3
ANQ,A,N,Nasal,Q,Plosive,Follow,-3
ENQ,E,N,Nasal,Q,Plosive,Follow,-3
INQ,I,N,Nasal,Q,Plosive,Follow,-3
ONQ,O,N,Nasal,Q,Plosive,Follow,-3
UNQ,U,N,Nasal,Q,Plosive,Follow,-3
ANF,A,N,Nasal,F,Fricative,Follow,-2
ENF,E,N,Nasal,F,Fricative,Follow,-2
INF,I,N,Nasal,F,Fricative,Follow,-2
ONF,O,N,Nasal,F,Fricative,Follow,-2
UNF,U,N,Nasal,F,Fricative,Follow,-2
ANV,A,N,Nasal,V,Fricative,Follow,-2
ENV,E,N,Nasal,V,Fricative,Follow,-2
INV,I,N,Nasal,V,Fricative,Follow,-2
ONV,O,N,Nasal,V,Fricative,Follow,-2
UNV,U,N,Nasal,V,Fricative,Follow,-2
ANTH,A,N,Nasal,TH,Fricative,Follow,-2
ENTH,E,N,Nasal,TH,Fricative,Follow,-2
INTH,I,N,Nasal,TH,Fricative,Follow,-2
ONTH,O,N,Nasal,TH,Fricative,Follow,-2
UNTH,U,N,Nasal,TH,Fricative,Follow,-2
ANDH,A,N,Nasal,DH,Fricative,Follow,-2
ENDH,E,N,Nasal,DH,Fricative,Follow,-2
INDH,I,N,Nasal,DH,Fricative,Follow,-2
ONDH,O,N,Nasal,DH,Fricative,Follow,-2
UNDH,U,N,Nasal,DH,Fricative,Follow,-2
ANS,A,N,Nasal,S,Fricative,Follow,-2
ENS,E,N,Nasal,S,Fricative,Follow,-2
INS,I,N,Nasal,S,Fricative,Follow,-2
ONS,O,N,Nasal,S,Fricative,Follow,-2
UNS,U,N,Nasal,S,Fricative,Follow,-2
ANZ,A,N,Nasal,Z,Fricative,Follow,-2
ENZ,E,N,Nasal,Z,Fricative,Follow,-2
INZ,I,N,Nasal,Z,Fricative,Follow,-2
ONZ,O,N,Nasal,Z,Fricative,Follow,-2
UNZ,U,N,Nasal,Z,Fricative,Follow,-2
ANSH,A,N,Nasal,SH,Fricative,Follow,-2
ENSH,E,N,Nasal,SH,Fricative,Follow,-2
INSH,I,N,Nasal,SH,Fricative,Follow,-2
ONSH,O,N,Nasal,SH,Fricative,Follow,-2
UNSH,U,N,Nasal,SH,Fricative,Follow,-2
ANZH,A,N,Nasal,ZH,Fricative,Follow,-2
ENZH,E,N,Nasal,ZH,Fricative,Follow,-2
INZH,I,N,Nasal,ZH,Fricative,Follow,-2
ONZH,O,N,Nasal,ZH,Fricative,Follow,-2
UNZH,U,N,Nasal,ZH,Fricative,Follow,-2
ANH,A,N,Nasal,H,Fricative,Follow,-2
ENH,E,N,Nasal,H,Fricative,Follow,-2
INH,I,N,Nasal,H,Fricative,Follow,-2
ONH,O,N,Nasal,H,Fricative,Follow,-2
UNH,U,N,Nasal,H,Fricative,Follow,-2
ANCH,A,N,Nasal,CH,Affricate,Follow,-1
ENCH,E,N,Nasal,CH,Affricate,Follow,-1
INCH,I,N,Nasal,CH,Affricate,Follow,-1
ONCH,O,N,Nasal,CH,Affricate,Follow,-1
UNCH,U,N,Nasal,CH,Affricate,Follow,-1
ANJH,A,N,Nasal,JH,Affricate,Follow,-1
ENJH,E,N,Nasal,JH,Affricate,Follow,-1
INJH,I,N,Nasal,JH,Affricate,Follow,-1
ONJH,O,N,Nasal,JH,Affricate,Follow,-1
UNJH,U,N,Nasal,JH,Affricate,Follow,-1
ANM,A,N,Nasal,M,Nasal,Follow,0
ENM,E,N,Nasal,M,Nasal,Follow,0
INM,I,N,Nasal,M,Nasal,Follow,0
ONM,O,N,Nasal,M,Nasal,Follow,0
UNM,U,N,Nasal,M,Nasal,Follow,0
ANNG,A,N,Nasal,NG,Nasal,Follow,0
ENNG,E,N,Nasal,NG,Nasal,Follow,0
INNG,I,N,Nasal,NG,Nasal,Follow,0
ONNG,O,N,Nasal,NG,Nasal,Follow,0
UNNG,U,N,Nasal,NG,Nasal,Follow,0
ANGP,A,NG,Nasal,P,Plosive,Follow,-3
ENGP,E,NG,Nasal,P,Plosive,Follow,-3
INGP,I,NG,Nasal,P,Plosive,Follow,-3
ONGP,O,NG,Nasal,P,Plosive,Follow,-3
UNGP,U,NG,Nasal,P,Plosive,Follow,-3
ANGB,A,NG,Nasal,B,Plosive,Follow,-3
ENGB,E,NG,Nasal,B,Plosive,Follow,-3
INGB,I,NG,Nasal,B,Plosive,Follow,-3
ONGB,O,NG,Nasal,B,Plosive,Follow,-3
UNGB,U,NG,Nasal,B,Plosive,Follow,-3
ANGT,A,NG,Nasal,T,Plosive,Follow,-3
ENGT,E,NG,Nasal,T,Plosive,Follow,-3
INGT,I,NG,Nasal,T,Plosive,Follow,-3
ONGT,O,NG,Nasal,T,Plosive,Follow,-3
UNGT,U,NG,Nasal,T,Plosive,Follow,-3
ANGD,A,NG,Nasal,D,Plosive,Follow,-3
ENGD,E,NG,Nasal,D,Plosive,Follow,-3
INGD,I,NG,Nasal,D,Plosive,Follow,-3
ONGD,O,NG,Nasal,D,Plosive,Follow,-3
UNGD,U,NG,Nasal,D,Plosive,Follow,-3
ANGK,A,NG,Nasal,K,Plosive,Follow,-3
ENGK,E,NG,Nasal,K,Plosive,Follow,-3
INGK,I,NG,Nasal,K,Plosive,Follow,-3
ONGK,O,NG,Nasal,K,Plosive,Follow,-3
UNGK,U,NG,Nasal,K,Plosive,Follow,-3
ANGG,A,NG,Nasal,G,Plosive,Follow,-3
ENGG,E,NG,Nasal,G,Plosive,Follow,-3
INGG,I,NG,Nasal,G,Plosive,Follow,-3
ONGG,O,NG,Nasal,G,Plosive,Follow,-3
UNGG,U,NG,Nasal,G,Plosive,Follow,-3
ANGQ,A,NG,Nasal,Q,Plosive,Follow,-3
ENGQ,E,NG,Nasal,Q,Plosive,Follow,-3
INGQ,I,NG,Nasal,Q,Plosive,Follow,-3
ONGQ,O,NG,Nasal,Q,Plosive,Follow,-3
UNGQ,U,NG,Nasal,Q,Plosive,Follow,-3
ANGF,A,NG,Nasal,F,Fricative,Follow,-2
ENGF,E,NG,Nasal,F,Fricative,Follow,-2
INGF,I,NG,Nasal,F,Fricative,Follow,-2
ONGF,O,NG,Nasal,F,Fricative,Follow,-2
UNGF,U,NG,Nasal,F,Fricative,Follow,-2
ANGV,A,NG,Nasal,V,Fricative,Follow,-2
ENGV,E,NG,Nasal,V,Fricative,Follow,-2
INGV,I,NG,Nasal,V,Fricative,Follow,-2
ONGV,O,NG,Nasal,V,Fricative,Follow,-2
UNGV,U,NG,Nasal,V,Fricative,Follow,-2
ANGTH,A,NG,Nasal,TH,Fricative,Follow,-2
ENGTH,E,NG,Nasal,TH,Fricative,Follow,-2
INGTH,I,NG,Nasal,TH,Fricative,Follow,-2
ONGTH,O,NG,Nasal,TH,Fricative,Follow,-2
UNGTH,U,NG,Nasal,TH,Fricative,Follow,-2
ANGDH,A,NG,Nasal,DH,Fricative,Follow,-2
ENGDH,E,NG,Nasal,DH,Fricative,Follow,-2
INGDH,I,NG,Nasal,DH,Fricative,Follow,-2
ONGDH,O,NG,Nasal,DH,Fricative,Follow,-2
UNGDH,U,NG,Nasal,DH,Fricative,Follow,-2
ANGS,A,NG,Nasal,S,Fricative,Follow,-2
ENGS,E,NG,Nasal,S,Fricative,Follow,-2
INGS,I,NG,Nasal,S,Fricative,Follow,-2
ONGS,O,NG,Nasal,S,Fricative,Follow,-2
UNGS,U,NG,Nasal,S,Fricative,Follow,-2
ANGZ,A,NG,Nasal,Z,Fricative,Follow,-2
ENGZ,E,NG,Nasal,Z,Fricative,Follow,-2
INGZ,I,NG,Nasal,Z,Fricative,Follow,-2
ONGZ,O,NG,Nasal,Z,Fricative,Follow,-2
UNGZ,U,NG,Nasal,Z,Fricative,Follow,-2
ANGSH,A,NG,Nasal,SH,Fricative,Follow,-2
ENGSH,E,NG,Nasal,SH,Fricative,Follow,-2
INGSH,I,NG,Nasal,SH,Fricative,Follow,-2
ONGSH,O,NG,Nasal,SH,Fricative,Follow,-2
UNGSH,U,NG,Nasal,SH,Fricative,Follow,-2
ANGZH,A,NG,Nasal,ZH,Fricative,Follow,-2
ENGZH,E,NG,Nasal,ZH,Fricative,Follow,-2
INGZH,I,NG,Nasal,ZH,Fricative,Follow,-2
ONGZH,O,NG,Nasal,ZH,Fricative,Follow,-2
UNGZH,U,NG,Nasal,ZH,Fricative,Follow,-2
ANGH,A,NG,Nasal,H,Fricative,Follow,-2
ENGH,E,NG,Nasal,H,Fricative,Follow,-2
INGH,I,NG,Nasal,H,Fricative,Follow,-2
ONGH,O,NG,Nasal,H,Fricative,Follow,-2
UNGH,U,NG,Nasal,H,Fricative,Follow,-2
ANGCH,A,NG,Nasal,CH,Affricate,Follow,-1
ENGCH,E,NG,Nasal,CH,Affricate,Follow,-1
INGCH,I,NG,Nasal,CH,Affricate,Follow,-1
ONGCH,O,NG,Nasal,CH,Affricate,Follow,-1
UNGCH,U,NG,Nasal,CH,Affricate,Follow,-1
ANGJH,A,NG,Nasal,JH,Affricate,Follow,-1
ENGJH,E,NG,Nasal,JH,Affricate,Follow,-1
INGJH,I,NG,Nasal,JH,Affricate,Follow,-1
ONGJH,O,NG,Nasal,JH,Affricate,Follow,-1
UNGJH,U,NG,Nasal,JH,Affricate,Follow,-1
ANGM,A,NG,Nasal,M,Nasal,Follow,0
ENGM,E,NG,Nasal,M,Nasal,Follow,0
INGM,I,NG,Nasal,M,Nasal,Follow,0
ONGM,O,NG,Nasal,M,Nasal,Follow,0
UNGM,U,NG,Nasal,M,Nasal,Follow,0
ANGN,A,NG,Nasal,N,Nasal,Follow,0
ENGN,E,NG,Nasal,N,Nasal,Follow,0
INGN,I,NG,Nasal,N,Nasal,Follow,0
ONGN,O,NG,Nasal,N,Nasal,Follow,0
UNGN,U,NG,Nasal,N,Nasal,Follow,0
ALP,A,L,Liquid,P,Plosive,Follow,-4
ELP,E,L,Liquid,P,Plosive,Follow,-4
ILP,I,L,Liquid,P,Plosive,Follow,-4
OLP,O,L,Liquid,P,Plosive,Follow,-4
ULP,U,L,Liquid,P,Plosive,Follow,-4
ALB,A,L,Liquid,B,Plosive,Follow,-4
ELB,E,L,Liquid,B,Plosive,Follow,-4
ILB,I,L,Liquid,B,Plosive,Follow,-4
OLB,O,L,Liquid,B,Plosive,Follow,-4
ULB,U,L,Liquid,B,Plosive,Follow,-4
ALT,A,L,Liquid,T,Plosive,Follow,-4
ELT,E,L,Liquid,T,Plosive,Follow,-4
ILT,I,L,Liquid,T,Plosive,Follow,-4
OLT,O,L,Liquid,T,Plosive,Follow,-4
ULT,U,L,Liquid,T,Plosive,Follow,-4
ALD,A,L,Liquid,D,Plosive,Follow,-4
ELD,E,L,Liquid,D,Plosive,Follow,-4
ILD,I,L,Liquid,D,Plosive,Follow,-4
OLD,O,L,Liquid,D,Plosive,Follow,-4
ULD,U,L,Liquid,D,Plosive,Follow,-4
ALK,A,L,Liquid,K,Plosive,Follow,-4
ELK,E,L,Liquid,K,Plosive,Follow,-4
ILK,I,L,Liquid,K,Plosive,Follow,-4
OLK,O,L,Liquid,K,Plosive,Follow,-4
ULK,U,L,Liquid,K,Plosive,Follow,-4
ALG,A,L,Liquid,G,Plosive,Follow,-4
ELG,E,L,Liquid,G,Plosive,Follow,-4
ILG,I,L,Liquid,G,Plosive,Follow,-4
OLG,O,L,Liquid,G,Plosive,Follow,-4
ULG,U,L,Liquid,G,Plosive,Follow,-4
ALQ,A,L,Liquid,Q,Plosive,Follow,-4
ELQ,E,L,Liquid,Q,Plosive,Follow,-4
ILQ,I,L,Liquid,Q,Plosive,Follow,-4
OLQ,O,L,Liquid,Q,Plosive,Follow,-4
ULQ,U,L,Liquid,Q,Plosive,Follow,-4
ALF,A,L,Liquid,F,Fricative,Follow,-3
ELF,E,L,Liquid,F,Fricative,Follow,-3
ILF,I,L,Liquid,F,Fricative,Follow,-3
OLF,O,L,Liquid,F,Fricative,Follow,-3
ULF,U,L,Liquid,F,Fricative,Follow,-3
ALV,A,L,Liquid,V,Fricative,Follow,-3
ELV,E,L,Liquid,V,Fricative,Follow,-3
ILV,I,L,Liquid,V,Fricative,Follow,-3
OLV,O,L,Liquid,V,Fricative,Follow,-3
ULV,U,L,Liquid,V,Fricative,Follow,-3
ALTH,A,L,Liquid,TH,Fricative,Follow,-3
ELTH,E,L,Liquid,TH,Fricative,Follow,-3
ILTH,I,L,Liquid,TH,Fricative,Follow,-3
OLTH,O,L,Liquid,TH,Fricative,Follow,-3
ULTH,U,L,Liquid,TH,Fricative,Follow,-3
ALDH,A,L,Liquid,DH,Fricative,Follow,-3
ELDH,E,L,Liquid,DH,Fricative,Follow,-3
ILDH,I,L,Liquid,DH,Fricative,Follow,-3
OLDH,O,L,Liquid,DH,Fricative,Follow,-3
ULDH,U,L,Liquid,DH,Fricative,Follow,-3
ALS,A,L,Liquid,S,Fricative,Follow,-3
ELS,E,L,Liquid,S,Fricative,Follow,-3
ILS,I,L,Liquid,S,Fricative,Follow,-3
OLS,O,L,Liquid,S,Fricative,Follow,-3
ULS,U,L,Liquid,S,Fricative,Follow,-3
ALZ,A,L,Liquid,Z,Fricative,Follow,-3
ELZ,E,L,Liquid,Z,Fricative,Follow,-3
ILZ,I,L,Liquid,Z,Fricative,Follow,-3
OLZ,O,L,Liquid,Z,Fricative,Follow,-3
ULZ,U,L,Liquid,Z,Fricative,Follow,-3
ALSH,A,L,Liquid,SH,Fricative,Follow,-3
ELSH,E,L,Liquid,SH,Fricative,Follow,-3
ILSH,I,L,Liquid,SH,Fricative,Follow,-3
OLSH,O,L,Liquid,SH,Fricative,Follow,-3
ULSH,U,L,Liquid,SH,Fricative,Follow,-3
ALZH,A,L,Liquid,ZH,Fricative,Follow,-3
ELZH,E,L,Liquid,ZH,Fricative,Follow,-3
ILZH,I,L,Liquid,ZH,Fricative,Follow,-3
OLZH,O,L,Liquid,ZH,Fricative,Follow,-3
ULZH,U,L,Liquid,ZH,Fricative,Follow,-3
ALH,A,L,Liquid,H,Fricative,Follow,-3
ELH,E,L,Liquid,H,Fricative,Follow,-3
ILH,I,L,Liquid,H,Fricative,Follow,-3
OLH,O,L,Liquid,H,Fricative,Follow,-3
ULH,U,L,Liquid,H,Fricative,Follow,-3
ALCH,A,L,Liquid,CH,Affricate,Follow,-2
ELCH,E,L,Liquid,CH,Affricate,Follow,-2
ILCH,I,L,Liquid,CH,Affricate,Follow,-2
OLCH,O,L,Liquid,CH,Affricate,Follow,-2
ULCH,U,L,Liquid,CH,Affricate,Follow,-2
ALJH,A,L,Liquid,JH,Affricate,Follow,-2
ELJH,E,L,Liquid,JH,Affricate,Follow,-2
ILJH,I,L,Liquid,JH,Affricate,Follow,-2
OLJH,O,L,Liquid,JH,Affricate,Follow,-2
ULJH,U,L,Liquid,JH,Affricate,Follow,-2
ALM,A,L,Liquid,M,Nasal,Follow,-1
ELM,E,L,Liquid,M,Nasal,Follow,-1
ILM,I,L,Liquid,M,Nasal,Follow,-1
OLM,O,L,Liquid,M,Nasal,Follow,-1
ULM,U,L,Liquid,M,Nasal,Follow,-1
ALN,A,L,Liquid,N,Nasal,Follow,-1
ELN,E,L,Liquid,N,Nasal,Follow,-1
ILN,I,L,Liquid,N,Nasal,Follow,-1
OLN,O,L,Liquid,N,Nasal,Follow,-1
ULN,U,L,Liquid,N,Nasal,Follow,-1
ALNG,A,L,Liquid,NG,Nasal,Follow,-1
ELNG,E,L,Liquid,NG,Nasal,Follow,-1
ILNG,I,L,Liquid,NG,Nasal,Follow,-1
OLNG,O,L,Liquid,NG,Nasal,Follow,-1
ULNG,U,L,Liquid,NG,Nasal,Follow,-1
ALR,A,L,Liquid,R,Liquid,Follow,0
ELR,E,L,Liquid,R,Liquid,Follow,0
ILR,I,L,Liquid,R,Liquid,Follow,0
OLR,O,L,Liquid,R,Liquid,Follow,0
ULR,U,L,Liquid,R,Liquid,Follow,0
ARP,A,R,Liquid,P,Plosive,Follow,-4
ERP,E,R,Liquid,P,Plosive,Follow,-4
IRP,I,R,Liquid,P,Plosive,Follow,-4
ORP,O,R,Liquid,P,Plosive,Follow,-4
URP,U,R,Liquid,P,Plosive,Follow,-4
ARB,A,R,Liquid,B,Plosive,Follow,-4
ERB,E,R,Liquid,B,Plosive,Follow,-4
IRB,I,R,Liquid,B,Plosive,Follow,-4
ORB,O,R,Liquid,B,Plosive,Follow,-4
URB,U,R,Liquid,B,Plosive,Follow,-4
ART,A,R,Liquid,T,Plosive,Follow,-4
ERT,E,R,Liquid,T,Plosive,Follow,-4
IRT,I,R,Liquid,T,Plosive,Follow,-4
ORT,O,R,Liquid,T,Plosive,Follow,-4
URT,U,R,Liquid,T,Plosive,Follow,-4
ARD,A,R,Liquid,D,Plosive,Follow,-4
ERD,E,R,Liquid,D,Plosive,Follow,-4
IRD,I,R,Liquid,D,Plosive,Follow,-4
ORD,O,R,Liquid,D,Plosive,Follow,-4
URD,U,R,Liquid,D,Plosive,Follow,-4
