CCV,C1,C1 Manner,C2,C2 Manner,V,SSP Status,Sonority Difference
HVO,H,Fricative,V,Fricative,O,Follow,0
HVU,H,Fricative,V,Fricative,U,Follow,0
HTHA,H,Fricative,TH,Fricative,A,Follow,0
HTHE,H,Fricative,TH,Fricative,E,Follow,0
HTHI,H,Fricative,TH,Fricative,I,Follow,0
HTHO,H,Fricative,TH,Fricative,O,Follow,0
HTHU,H,Fricative,TH,Fricative,U,Follow,0
HDHA,H,Fricative,DH,Fricative,A,Follow,0
HDHE,H,Fricative,DH,Fricative,E,Follow,0
HDHI,H,Fricative,DH,Fricative,I,Follow,0
HDHO,H,Fricative,DH,Fricative,O,Follow,0
HDHU,H,Fricative,DH,Fricative,U,Follow,0
HSA,H,Fricative,S,Fricative,A,Follow,0
HSE,H,Fricative,S,Fricative,E,Follow,0
HSI,H,Fricative,S,Fricative,I,Follow,0
HSO,H,Fricative,S,Fricative,O,Follow,0
HSU,H,Fricative,S,Fricative,U,Follow,0
HZA,H,Fricative,Z,Fricative,A,Follow,0
HZE,H,Fricative,Z,Fricative,E,Follow,0
HZI,H,Fricative,Z,Fricative,I,Follow,0
HZO,H,Fricative,Z,Fricative,O,Follow,0
HZU,H,Fricative,Z,Fricative,U,Follow,0
HSHA,H,Fricative,SH,Fricative,A,Follow,0
HSHE,H,Fricative,SH,Fricative,E,Follow,0
HSHI,H,Fricative,SH,Fricative,I,Follow,0
HSHO,H,Fricative,SH,Fricative,O,Follow,0
HSHU,H,Fricative,SH,Fricative,U,Follow,0
HZHA,H,Fricative,ZH,Fricative,A,Follow,0
HZHE,H,Fricative,ZH,Fricative,E,Follow,0
HZHI,H,Fricative,ZH,Fricative,I,Follow,0
HZHO,H,Fricative,ZH,Fricative,O,Follow,0
HZHU,H,Fricative,ZH,Fricative,U,Follow,0
HCHA,H,Fricative,CH,Affricate,A,Follow,1
HCHE,H,Fricative,CH,Affricate,E,Follow,1
HCHI,H,Fricative,CH,Affricate,I,Follow,1
HCHO,H,Fricative,CH,Affricate,O,Follow,1
HCHU,H,Fricative,CH,Affricate,U,Follow,1
HJHA,H,Fricative,JH,Affricate,A,Follow,1
HJHE,H,Fricative,JH,Affricate,E,Follow,1
HJHI,H,Fricative,JH,Affricate,I,Follow,1
HJHO,H,Fricative,JH,Affricate,O,Follow,1
HJHU,H,Fricative,JH,Affricate,U,Follow,1
HMA,H,Fricative,M,Nasal,A,Follow,2
HME,H,Fricative,M,Nasal,E,Follow,2
HMI,H,Fricative,M,Nasal,I,Follow,2
HMO,H,Fricative,M,Nasal,O,Follow,2
HMU,H,Fricative,M,Nasal,U,Follow,2
HNA,H,Fricative,N,Nasal,A,Follow,2
HNE,H,Fricative,N,Nasal,E,Follow,2
HNI,H,Fricative,N,Nasal,I,Follow,2
HNO,H,Fricative,N,Nasal,O,Follow,2
HNU,H,Fricative,N,Nasal,U,Follow,2
HNGA,H,Fricative,NG,Nasal,A,Follow,2
HNGE,H,Fricative,NG,Nasal,E,Follow,2
HNGI,H,Fricative,NG,Nasal,I,Follow,2
HNGO,H,Fricative,NG,Nasal,O,Follow,2
HNGU,H,Fricative,NG,Nasal,U,Follow,2
HLA,H,Fricative,L,Liquid,A,Follow,3
HLE,H,Fricative,L,Liquid,E,Follow,3
HLI,H,Fricative,L,Liquid,I,Follow,3
HLO,H,Fricative,L,Liquid,O,Follow,3
HLU,H,Fricative,L,Liquid,U,Follow,3
HRA,H,Fricative,R,Liquid,A,Follow,3
HRE,H,Fricative,R,Liquid,E,Follow,3
HRI,H,Fricative,R,Liquid,I,Follow,3
HRO,H,Fricative,R,Liquid,O,Follow,3
HRU,H,Fricative,R,Liquid,U,Follow,3
HYA,H,Fricative,Y,Glide,A,Follow,4
HYE,H,Fricative,Y,Glide,E,Follow,4
HYI,H,Fricative,Y,Glide,I,Follow,4
HYO,H,Fricative,Y,Glide,O,Follow,4
HYU,H,Fricative,Y,Glide,U,Follow,4
HWA,H,Fricative,W,Glide,A,Follow,4
HWE,H,Fricative,W,Glide,E,Follow,4
HWI,H,Fricative,W,Glide,I,Follow,4
HWO,H,Fricative,W,Glide,O,Follow,4
HWU,H,Fricative,W,Glide,U,Follow,4
CHJHA,CH,Affricate,JH,Affricate,A,Follow,0
CHJHE,CH,Affricate,JH,Affricate,E,Follow,0
CHJHI,CH,Affricate,JH,Affricate,I,Follow,0
CHJHO,CH,Affricate,JH,Affricate,O,Follow,0
CHJHU,CH,Affricate,JH,Affricate,U,Follow,0
CHMA,CH,Affricate,M,Nasal,A,Follow,1
CHME,CH,Affricate,M,Nasal,E,Follow,1
CHMI,CH,Affricate,M,Nasal,I,Follow,1
CHMO,CH,Affricate,M,Nasal,O,Follow,1
CHMU,CH,Affricate,M,Nasal,U,Follow,1
CHNA,CH,Affricate,N,Nasal,A,Follow,1
CHNE,CH,Affricate,N,Nasal,E,Follow,1
CHNI,CH,Affricate,N,Nasal,I,Follow,1
CHNO,CH,Affricate,N,Nasal,O,Follow,1
CHNU,CH,Affricate,N,Nasal,U,Follow,1
CHNGA,CH,Affricate,NG,Nasal,A,Follow,1
CHNGE,CH,Affricate,NG,Nasal,E,Follow,1
CHNGI,CH,Affricate,NG,Nasal,I,Follow,1
CHNGO,CH,Affricate,NG,Nasal,O,Follow,1
CHNGU,CH,Affricate,NG,Nasal,U,Follow,1
CHLA,CH,Affricate,L,Liquid,A,Follow,2
CHLE,CH,Affricate,L,Liquid,E,Follow,2
CHLI,CH,Affricate,L,Liquid,I,Follow,2
CHLO,CH,Affricate,L,Liquid,O,Follow,2
CHLU,CH,Affricate,L,Liquid,U,Follow,2
CHRA,CH,Affricate,R,Liquid,A,Follow,2
CHRE,CH,Affricate,R,Liquid,E,Follow,2
CHRI,CH,Affricate,R,Liquid,I,Follow,2
CHRO,CH,Affricate,R,Liquid,O,Follow,2
CHRU,CH,Affricate,R,Liquid,U,Follow,2
CHYA,CH,Affricate,Y,Glide,A,Follow,3
CHYE,CH,Affricate,Y,Glide,E,Follow,3
CHYI,CH,Affricate,Y,Glide,I,Follow,3
CHYO,CH,Affricate,Y,Glide,O,Follow,3
CHYU,CH,Affricate,Y,Glide,U,Follow,3
CHWA,CH,Affricate,W,Glide,A,Follow,3
CHWE,CH,Affricate,W,Glide,E,Follow,3
CHWI,CH,Affricate,W,Glide,I,Follow,3
CHWO,CH,Affricate,W,Glide,O,Follow,3
CHWU,CH,Affricate,W,Glide,U,Follow,3
JHCHA,JH,Affricate,CH,Affricate,A,Follow,0
JHCHE,JH,Affricate,CH,Affricate,E,Follow,0
JHCHI,JH,Affricate,CH,Affricate,I,Follow,0
JHCHO,JH,Affricate,CH,Affricate,O,Follow,0
JHCHU,JH,Affricate,CH,Affricate,U,Follow,0
JHMA,JH,Affricate,M,Nasal,A,Follow,1
JHME,JH,Affricate,M,Nasal,E,Follow,1
JHMI,JH,Affricate,M,Nasal,I,Follow,1
JHMO,JH,Affricate,M,Nasal,O,Follow,1
JHMU,JH,Affricate,M,Nasal,U,Follow,1
JHNA,JH,Affricate,N,Nasal,A,Follow,1
JHNE,JH,Affricate,N,Nasal,E,Follow,1
JHNI,JH,Affricate,N,Nasal,I,Follow,1
JHNO,JH,Affricate,N,Nasal,O,Follow,1
JHNU,JH,Affricate,N,Nasal,U,Follow,1
JHNGA,JH,Affricate,NG,Nasal,A,Follow,1
JHNGE,JH,Affricate,NG,Nasal,E,Follow,1
JHNGI,JH,Affricate,NG,Nasal,I,Follow,1
JHNGO,JH,Affricate,NG,Nasal,O,Follow,1
JHNGU,JH,Affricate,NG,Nasal,U,Follow,1
JHLA,JH,Affricate,L,Liquid,A,Follow,2
JHLE,JH,Affricate,L,Liquid,E,Follow,2
JHLI,JH,Affricate,L,Liquid,I,Follow,2
JHLO,JH,Affricate,L,Liquid,O,Follow,2
JHLU,JH,Affricate,L,Liquid,U,Follow,2
JHRA,JH,Affricate,R,Liquid,A,Follow,2
JHRE,JH,Affricate,R,Liquid,E,Follow,2
JHRI,JH,Affricate,R,Liquid,I,Follow,2
JHRO,JH,Affricate,R,Liquid,O,Follow,2
JHRU,JH,Affricate,R,Liquid,U,Follow,2
JHYA,JH,Affricate,Y,Glide,A,Follow,3
JHYE,JH,Affricate,Y,Glide,E,Follow,3
JHYI,JH,Affricate,Y,Glide,I,Follow,3
JHYO,JH,Affricate,Y,Glide,O,Follow,3
JHYU,JH,Affricate,Y,Glide,U,Follow,3
JHWA,JH,Affricate,W,Glide,A,Follow,3
JHWE,JH,Affricate,W,Glide,E,Follow,3
JHWI,JH,Affricate,W,Glide,I,Follow,3
JHWO,JH,Affricate,W,Glide,O,Follow,3
JHWU,JH,Affricate,W,Glide,U,Follow,3
MNA,M,Nasal,N,Nasal,A,Follow,0
MNE,M,Nasal,N,Nasal,E,Follow,0
MNI,M,Nasal,N,Nasal,I,Follow,0
MNO,M,Nasal,N,Nasal,O,Follow,0
MNU,M,Nasal,N,Nasal,U,Follow,0
MNGA,M,Nasal,NG,Nasal,A,Follow,0
MNGE,M,Nasal,NG,Nasal,E,Follow,0
MNGI,M,Nasal,NG,Nasal,I,Follow,0
MNGO,M,Nasal,NG,Nasal,O,Follow,0
MNGU,M,Nasal,NG,Nasal,U,Follow,0
MLA,M,Nasal,L,Liquid,A,Follow,1
MLE,M,Nasal,L,Liquid,E,Follow,1
MLI,M,Nasal,L,Liquid,I,Follow,1
MLO,M,Nasal,L,Liquid,O,Follow,1
MLU,M,Nasal,L,Liquid,U,Follow,1
MRA,M,Nasal,R,Liquid,A,Follow,1
MRE,M,Nasal,R,Liquid,E,Follow,1
MRI,M,Nasal,R,Liquid,I,Follow,1
MRO,M,Nasal,R,Liquid,O,Follow,1
MRU,M,Nasal,R,Liquid,U,Follow,1
MYA,M,Nasal,Y,Glide,A,Follow,2
MYE,M,Nasal,Y,Glide,E,Follow,2
MYI,M,Nasal,Y,Glide,I,Follow,2
MYO,M,Nasal,Y,Glide,O,Follow,2
MYU,M,Nasal,Y,Glide,U,Follow,2
MWA,M,Nasal,W,Glide,A,Follow,2
MWE,M,Nasal,W,Glide,E,Follow,2
MWI,M,Nasal,W,Glide,I,Follow,2
MWO,M,Nasal,W,Glide,O,Follow,2
MWU,M,Nasal,W,Glide,U,Follow,2
NMA,N,Nasal,M,Nasal,A,Follow,0
NME,N,Nasal,M,Nasal,E,Follow,0
NMI,N,Nasal,M,Nasal,I,Follow,0
NMO,N,Nasal,M,Nasal,O,Follow,0
NMU,N,Nasal,M,Nasal,U,Follow,0
NNGA,N,Nasal,NG,Nasal,A,Follow,0
NNGE,N,Nasal,NG,Nasal,E,Follow,0
NNGI,N,Nasal,NG,Nasal,I,Follow,0
NNGO,N,Nasal,NG,Nasal,O,Follow,0
NNGU,N,Nasal,NG,Nasal,U,Follow,0
NLA,N,Nasal,L,Liquid,A,Follow,1
NLE,N,Nasal,L,Liquid,E,Follow,1
NLI,N,Nasal,L,Liquid,I,Follow,1
NLO,N,Nasal,L,Liquid,O,Follow,1
NLU,N,Nasal,L,Liquid,U,Follow,1
NRA,N,Nasal,R,Liquid,A,Follow,1
NRE,N,Nasal,R,Liquid,E,Follow,1
NRI,N,Nasal,R,Liquid,I,Follow,1
NRO,N,Nasal,R,Liquid,O,Follow,1
NRU,N,Nasal,R,Liquid,U,Follow,1
NYA,N,Nasal,Y,Glide,A,Follow,2
NYE,N,Nasal,Y,Glide,E,Follow,2
NYI,N,Nasal,Y,Glide,I,Follow,2
NYO,N,Nasal,Y,Glide,O,Follow,2
NYU,N,Nasal,Y,Glide,U,Follow,2
NWA,N,Nasal,W,Glide,A,Follow,2
NWE,N,Nasal,W,Glide,E,Follow,2
NWI,N,Nasal,W,Glide,I,Follow,2
NWO,N,Nasal,W,Glide,O,Follow,2
NWU,N,Nasal,W,Glide,U,Follow,2
NGMA,NG,Nasal,M,Nasal,A,Follow,0
NGME,NG,Nasal,M,Nasal,E,Follow,0
NGMI,NG,Nasal,M,Nasal,I,Follow,0
NGMO,NG,Nasal,M,Nasal,O,Follow,0
NGMU,NG,Nasal,M,Nasal,U,Follow,0
NGNA,NG,Nasal,N,Nasal,A,Follow,0
NGNE,NG,Nasal,N,Nasal,E,Follow,0
NGNI,NG,Nasal,N,Nasal,I,Follow,0
NGNO,NG,Nasal,N,Nasal,O,Follow,0
NGNU,NG,Nasal,N,Nasal,U,Follow,0
NGLA,NG,Nasal,L,Liquid,A,Follow,1
NGLE,NG,Nasal,L,Liquid,E,Follow,1
NGLI,NG,Nasal,L,Liquid,I,Follow,1
NGLO,NG,Nasal,L,Liquid,O,Follow,1
NGLU,NG,Nasal,L,Liquid,U,Follow,1
NGRA,NG,Nasal,R,Liquid,A,Follow,1
NGRE,NG,Nasal,R,Liquid,E,Follow,1
NGRI,NG,Nasal,R,Liquid,I,Follow,1
NGRO,NG,Nasal,R,Liquid,O,Follow,1
NGRU,NG,Nasal,R,Liquid,U,Follow,1
NGYA,NG,Nasal,Y,Glide,A,Follow,2
NGYE,NG,Nasal,Y,Glide,E,Follow,2
NGYI,NG,Nasal,Y,Glide,I,Follow,2
NGYO,NG,Nasal,Y,Glide,O,Follow,2
NGYU,NG,Nasal,Y,Glide,U,Follow,2
NGWA,NG,Nasal,W,Glide,A,Follow,2
NGWE,NG,Nasal,W,Glide,E,Follow,2
NGWI,NG,Nasal,W,Glide,I,Follow,2
NGWO,NG,Nasal,W,Glide,O,Follow,2
NGWU,NG,Nasal,W,Glide,U,Follow,2
LRA,L,Liquid,R,Liquid,A,Follow,0
LRE,L,Liquid,R,Liquid,E,Follow,0
LRI,L,Liquid,R,Liquid,I,Follow,0
LRO,L,Liquid,R,Liquid,O,Follow,0
LRU,L,Liquid,R,Liquid,U,Follow,0
LYA,L,Liquid,Y,Glide,A,Follow,1
LYE,L,Liquid,Y,Glide,E,Follow,1
LYI,L,Liquid,Y,Glide,I,Follow,1
LYO,L,Liquid,Y,Glide,O,Follow,1
LYU,L,Liquid,Y,Glide,U,Follow,1
LWA,L,Liquid,W,Glide,A,Follow,1
LWE,L,Liquid,W,Glide,E,Follow,1
LWI,L,Liquid,W,Glide,I,Follow,1
LWO,L,Liquid,W,Glide,O,Follow,1
LWU,L,Liquid,W,Glide,U,Follow,1
RLA,R,Liquid,L,Liquid,A,Follow,0
RLE,R,Liquid,L,Liquid,E,Follow,0
RLI,R,Liquid,L,Liquid,I,Follow,0
RLO,R,Liquid,L,Liquid,O,Follow,0
RLU,R,Liquid,L,Liquid,U,Follow,0
RYA,R,Liquid,Y,Glide,A,Follow,1
RYE,R,Liquid,Y,Glide,E,Follow,1
RYI,R,Liquid,Y,Glide,I,Follow,1
RYO,R,Liquid,Y,Glide,O,Follow,1
RYU,R,Liquid,Y,Glide,U,Follow,1
RWA,R,Liquid,W,Glide,A,Follow,1
RWE,R,Liquid,W,Glide,E,Follow,1
RWI,R,Liquid,W,Glide,I,Follow,1
RWO,R,Liquid,W,Glide,O,Follow,1
RWU,R,Liquid,W,Glide,U,Follow,1
YWA,Y,Glide,W,Glide,A,Follow,0
YWE,Y,Glide,W,Glide,E,Follow,0
YWI,Y,Glide,W,Glide,I,Follow,0
YWO,Y,Glide,W,Glide,O,Follow,0
YWU,Y,Glide,W,Glide,U,Follow,0
WYA,W,Glide,Y,Glide,A,Follow,0
WYE,W,Glide,Y,Glide,E,Follow,0
WYI,W,Glide,Y,Glide,I,Follow,0
WYO,W,Glide,Y,Glide,O,Follow,0
WYU,W,Glide,Y,Glide,U,Follow,0
PBA,P,Plosive,B,Plosive,A,Violate,0
PBE,P,Plosive,B,Plosive,E,Violate,0
PBI,P,Plosive,B,Plosive,I,Violate,0
PBO,P,Plosive,B,Plosive,O,Violate,0
PBU,P,Plosive,B,Plosive,U,Violate,0
PTA,P,Plosive,T,Plosive,A,Violate,0
PTE,P,Plosive,T,Plosive,E,Violate,0
PTI,P,Plosive,T,Plosive,I,Violate,0
PTO,P,Plosive,T,Plosive,O,Violate,0
PTU,P,Plosive,T,Plosive,U,Violate,0
PDA,P,Plosive,D,Plosive,A,Violate,0
PDE,P,Plosive,D,Plosive,E,Violate,0
PDI,P,Plosive,D,Plosive,I,Violate,0
PDO,P,Plosive,D,Plosive,O,Violate,0
PDU,P,Plosive,D,Plosive,U,Violate,0
PKA,P,Plosive,K,Plosive,A,Violate,0
PKE,P,Plosive,K,Plosive,E,Violate,0
PKI,P,Plosive,K,Plosive,I,Violate,0
PKO,P,Plosive,K,Plosive,O,Violate,0
PKU,P,Plosive,K,Plosive,U,Violate,0
PGA,P,Plosive,G,Plosive,A,Violate,0
PGE,P,Plosive,G,Plosive,E,Violate,0
PGI,P,Plosive,G,Plosive,I,Violate,0
PGO,P,Plosive,G,Plosive,O,Violate,0
PGU,P,Plosive,G,Plosive,U,Violate,0
PQA,P,Plosive,Q,Plosive,A,Violate,0
PQE,P,Plosive,Q,Plosive,E,Violate,0
PQI,P,Plosive,Q,Plosive,I,Violate,0
PQO,P,Plosive,Q,Plosive,O,Violate,0
PQU,P,Plosive,Q,Plosive,U,Violate,0
BPA,B,Plosive,P,Plosive,A,Violate,0
BPE,B,Plosive,P,Plosive,E,Violate,0
BPI,B,Plosive,P,Plosive,I,Violate,0
BPO,B,Plosive,P,Plosive,O,Violate,0
BPU,B,Plosive,P,Plosive,U,Violate,0
BTA,B,Plosive,T,Plosive,A,Violate,0
BTE,B,Plosive,T,Plosive,E,Violate,0
BTI,B,Plosive,T,Plosive,I,Violate,0
BTO,B,Plosive,T,Plosive,O,Violate,0
BTU,B,Plosive,T,Plosive,U,Violate,0
BDA,B,Plosive,D,Plosive,A,Violate,0
BDE,B,Plosive,D,Plosive,E,Violate,0
BDI,B,Plosive,D,Plosive,I,Violate,0
BDO,B,Plosive,D,Plosive,O,Violate,0
BDU,B,Plosive,D,Plosive,U,Violate,0
BKA,B,Plosive,K,Plosive,A,Violate,0
BKE,B,Plosive,K,Plosive,E,Violate,0
BKI,B,Plosive,K,Plosive,I,Violate,0
BKO,B,Plosive,K,Plosive,O,Violate,0
BKU,B,Plosive,K,Plosive,U,Violate,0
BGA,B,Plosive,G,Plosive,A,Violate,0
BGE,B,Plosive,G,Plosive,E,Violate,0
BGI,B,Plosive,G,Plosive,I,Violate,0
BGO,B,Plosive,G,Plosive,O,Violate,0
BGU,B,Plosive,G,Plosive,U,Violate,0
BQA,B,Plosive,Q,Plosive,A,Violate,0
BQE,B,Plosive,Q,Plosive,E,Violate,0
BQI,B,Plosive,Q,Plosive,I,Violate,0
BQO,B,Plosive,Q,Plosive,O,Violate,0
BQU,B,Plosive,Q,Plosive,U,Violate,0
TPA,T,Plosive,P,Plosive,A,Violate,0
TPE,T,Plosive,P,Plosive,E,Violate,0
TPI,T,Plosive,P,Plosive,I,Violate,0
TPO,T,Plosive,P,Plosive,O,Violate,0
TPU,T,Plosive,P,Plosive,U,Violate,0
TBA,T,Plosive,B,Plosive,A,Violate,0
TBE,T,Plosive,B,Plosive,E,Violate,0
TBI,T,Plosive,B,Plosive,I,Violate,0
TBO,T,Plosive,B,Plosive,O,Violate,0
TBU,T,Plosive,B,Plosive,U,Violate,0
TDA,T,Plosive,D,Plosive,A,Violate,0
TDE,T,Plosive,D,Plosive,E,Violate,0
TDI,T,Plosive,D,Plosive,I,Violate,0
TDO,T,Plosive,D,Plosive,O,Violate,0
TDU,T,Plosive,D,Plosive,U,Violate,0
TKA,T,Plosive,K,Plosive,A,Violate,0
TKE,T,Plosive,K,Plosive,E,Violate,0
TKI,T,Plosive,K,Plosive,I,Violate,0
TKO,T,Plosive,K,Plosive,O,Violate,0
TKU,T,Plosive,K,Plosive,U,Violate,0
TGA,T,Plosive,G,Plosive,A,Violate,0
TGE,T,Plosive,G,Plosive,E,Violate,0
TGI,T,Plosive,G,Plosive,I,Violate,0
TGO,T,Plosive,G,Plosive,O,Violate,0
TGU,T,Plosive,G,Plosive,U,Violate,0
TQA,T,Plosive,Q,Plosive,A,Violate,0
TQE,T,Plosive,Q,Plosive,E,Violate,0
TQI,T,Plosive,Q,Plosive,I,Violate,0
TQO,T,Plosive,Q,Plosive,O,Violate,0
TQU,T,Plosive,Q,Plosive,U,Violate,0
DPA,D,Plosive,P,Plosive,A,Violate,0
DPE,D,Plosive,P,Plosive,E,Violate,0
DPI,D,Plosive,P,Plosive,I,Violate,0
DPO,D,Plosive,P,Plosive,O,Violate,0
DPU,D,Plosive,P,Plosive,U,Violate,0
DBA,D,Plosive,B,Plosive,A,Violate,0
DBE,D,Plosive,B,Plosive,E,Violate,0
DBI,D,Plosive,B,Plosive,I,Violate,0
DBO,D,Plosive,B,Plosive,O,Violate,0
DBU,D,Plosive,B,Plosive,U,Violate,0
DTA,D,Plosive,T,Plosive,A,Violate,0
DTE,D,Plosive,T,Plosive,E,Violate,0
DTI,D,Plosive,T,Plosive,I,Violate,0
DTO,D,Plosive,T,Plosive,O,Violate,0
DTU,D,Plosive,T,Plosive,U,Violate,0
DKA,D,Plosive,K,Plosive,A,Violate,0
DKE,D,Plosive,K,Plosive,E,Violate,0
DKI,D,Plosive,K,Plosive,I,Violate,0
DKO,D,Plosive,K,Plosive,O,Violate,0
DKU,D,Plosive,K,Plosive,U,Violate,0
DGA,D,Plosive,G,Plosive,A,Violate,0
DGE,D,Plosive,G,Plosive,E,Violate,0
DGI,D,Plosive,G,Plosive,I,Violate,0
DGO,D,Plosive,G,Plosive,O,Violate,0
DGU,D,Plosive,G,Plosive,U,Violate,0
DQA,D,Plosive,Q,Plosive,A,Violate,0
DQE,D,Plosive,Q,Plosive,E,Violate,0
DQI,D,Plosive,Q,Plosive,I,Violate,0
DQO,D,Plosive,Q,Plosive,O,Violate,0
DQU,D,Plosive,Q,Plosive,U,Violate,0
KPA,K,Plosive,P,Plosive,A,Violate,0
KPE,K,Plosive,P,Plosive,E,Violate,0
KPI,K,Plosive,P,Plosive,I,Violate,0
KPO,K,Plosive,P,Plosive,O,Violate,0
KPU,K,Plosive,P,Plosive,U,Violate,0
KBA,K,Plosive,B,Plosive,A,Violate,0
KBE,K,Plosive,B,Plosive,E,Violate,0
KBI,K,Plosive,B,Plosive,I,Violate,0
KBO,K,Plosive,B,Plosive,O,Violate,0
KBU,K,Plosive,B,Plosive,U,Violate,0
KTA,K,Plosive,T,Plosive,A,Violate,0
KTE,K,Plosive,T,Plosive,E,Violate,0
KTI,K,Plosive,T,Plosive,I,Violate,0
KTO,K,Plosive,T,Plosive,O,Violate,0
KTU,K,Plosive,T,Plosive,U,Violate,0
KDA,K,Plosive,D,Plosive,A,Violate,0
KDE,K,Plosive,D,Plosive,E,Violate,0
KDI,K,Plosive,D,Plosive,I,Violate,0
KDO,K,Plosive,D,Plosive,O,Violate,0
KDU,K,Plosive,D,Plosive,U,Violate,0
KGA,K,Plosive,G,Plosive,A,Violate,0
KGE,K,Plosive,G,Plosive,E,Violate,0
KGI,K,Plosive,G,Plosive,I,Violate,0
KGO,K,Plosive,G,Plosive,O,Violate,0
KGU,K,Plosive,G,Plosive,U,Violate,0
KQA,K,Plosive,Q,Plosive,A,Violate,0
KQE,K,Plosive,Q,Plosive,E,Violate,0
KQI,K,Plosive,Q,Plosive,I,Violate,0
KQO,K,Plosive,Q,Plosive,O,Violate,0
KQU,K,Plosive,Q,Plosive,U,Violate,0
GPA,G,Plosive,P,Plosive,A,Violate,0
GPE,G,Plosive,P,Plosive,E,Violate,0
GPI,G,Plosive,P,Plosive,I,Violate,0
GPO,G,Plosive,P,Plosive,O,Violate,0
GPU,G,Plosive,P,Plosive,U,Violate,0
GBA,G,Plosive,B,Plosive,A,Violate,0
GBE,G,Plosive,B,Plosive,E,Violate,0
GBI,G,Plosive,B,Plosive,I,Violate,0
GBO,G,Plosive,B,Plosive,O,Violate,0
GBU,G,Plosive,B,Plosive,U,Violate,0
GTA,G,Plosive,T,Plosive,A,Violate,0
GTE,G,Plosive,T,Plosive,E,Violate,0
GTI,G,Plosive,T,Plosive,I,Violate,0
GTO,G,Plosive,T,Plosive,O,Violate,0
GTU,G,Plosive,T,Plosive,U,Violate,0
GDA,G,Plosive,D,Plosive,A,Violate,0
GDE,G,Plosive,D,Plosive,E,Violate,0
GDI,G,Plosive,D,Plosive,I,Violate,0
GDO,G,Plosive,D,Plosive,O,Violate,0
GDU,G,Plosive,D,Plosive,U,Violate,0
GKA,G,Plosive,K,Plosive,A,Violate,0
GKE,G,Plosive,K,Plosive,E,Violate,0
GKI,G,Plosive,K,Plosive,I,Violate,0
GKO,G,Plosive,K,Plosive,O,Violate,0
GKU,G,Plosive,K,Plosive,U,Violate,0
GQA,G,Plosive,Q,Plosive,A,Violate,0
GQE,G,Plosive,Q,Plosive,E,Violate,0
GQI,G,Plosive,Q,Plosive,I,Violate,0
GQO,G,Plosive,Q,Plosive,O,Violate,0
GQU,G,Plosive,Q,Plosive,U,Violate,0
QPA,Q,Plosive,P,Plosive,A,Violate,0
QPE,Q,Plosive,P,Plosive,E,Violate,0
QPI,Q,Plosive,P,Plosive,I,Violate,0
QPO,Q,Plosive,P,Plosive,O,Violate,0
QPU,Q,Plosive,P,Plosive,U,Violate,0
QBA,Q,Plosive,B,Plosive,A,Violate,0
QBE,Q,Plosive,B,Plosive,E,Violate,0
QBI,Q,Plosive,B,Plosive,I,Violate,0
QBO,Q,Plosive,B,Plosive,O,Violate,0
QBU,Q,Plosive,B,Plosive,U,Violate,0
QTA,Q,Plosive,T,Plosive,A,Violate,0
QTE,Q,Plosive,T,Plosive,E,Violate,0
QTI,Q,Plosive,T,Plosive,I,Violate,0
QTO,Q,Plosive,T,Plosive,O,Violate,0
QTU,Q,Plosive,T,Plosive,U,Violate,0
QDA,Q,Plosive,D,Plosive,A,Violate,0
QDE,Q,Plosive,D,Plosive,E,Violate,0
QDI,Q,Plosive,D,Plosive,I,Violate,0
QDO,Q,Plosive,D,Plosive,O,Violate,0
QDU,Q,Plosive,D,Plosive,U,Violate,0
QKA,Q,Plosive,K,Plosive,A,Violate,0
QKE,Q,Plosive,K,Plosive,E,Violate,0
QKI,Q,Plosive,K,Plosive,I,Violate,0
QKO,Q,Plosive,K,Plosive,O,Violate,0
QKU,Q,Plosive,K,Plosive,U,Violate,0
QGA,Q,Plosive,G,Plosive,A,Violate,0
QGE,Q,Plosive,G,Plosive,E,Violate,0
QGI,Q,Plosive,G,Plosive,I,Violate,0
QGO,Q,Plosive,G,Plosive,O,Violate,0
QGU,Q,Plosive,G,Plosive,U,Violate,0
FPA,F,Fricative,P,Plosive,A,Violate,-1
FPE,F,Fricative,P,Plosive,E,Violate,-1
FPI,F,Fricative,P,Plosive,I,Violate,-1
FPO,F,Fricative,P,Plosive,O,Violate,-1
FPU,F,Fricative,P,Plosive,U,Violate,-1
FBA,F,Fricative,B,Plosive,A,Violate,-1
FBE,F,Fricative,B,Plosive,E,Violate,-1
FBI,F,Fricative,B,Plosive,I,Violate,-1
FBO,F,Fricative,B,Plosive,O,Violate,-1
FBU,F,Fricative,B,Plosive,U,Violate,-1
FTA,F,Fricative,T,Plosive,A,Violate,-1
FTE,F,Fricative,T,Plosive,E,Violate,-1
FTI,F,Fricative,T,Plosive,I,Violate,-1
FTO,F,Fricative,T,Plosive,O,Violate,-1
FTU,F,Fricative,T,Plosive,U,Violate,-1
FDA,F,Fricative,D,Plosive,A,Violate,-1
FDE,F,Fricative,D,Plosive,E,Violate,-1
FDI,F,Fricative,D,Plosive,I,Violate,-1
FDO,F,Fricative,D,Plosive,O,Violate,-1
FDU,F,Fricative,D,Plosive,U,Violate,-1
FKA,F,Fricative,K,Plosive,A,Violate,-1
FKE,F,Fricative,K,Plosive,E,Violate,-1
FKI,F,Fricative,K,Plosive,I,Violate,-1
FKO,F,Fricative,K,Plosive,O,Violate,-1
